,images,labels
45988,b'phone_s_000587.png',5
45992,b'bowl_s_001068.png',3
46000,b'tulip_s_001505.png',2
46013,b'flounder_s_002722.png',1
46018,b'whiskey_bottle_s_000776.png',3
46024,b'cichlid_s_001806.png',1
46029,b'navel_orange_s_000866.png',4
46036,b'orchid_s_001578.png',2
46039,b'apple_s_000364.png',4
46056,b'coffee_can_s_001585.png',3
46066,b'goblet_s_001200.png',3
46068,b'tulip_s_000074.png',2
46070,b'bartlett_pear_s_000186.png',4
46083,b'oilcan_s_000469.png',3
46084,b'telephone_s_000121.png',5
46089,b'computer_keyboard_s_001508.png',5
46090,b'chalice_s_001704.png',3
46097,b'goldfish_s_002564.png',1
46098,b'mako_shark_s_000177.png',1
46099,b'sour_orange_s_001101.png',4
46104,b'clavier_s_000124.png',5
46107,b'tulipa_clusiana_s_000388.png',2
46114,b'bosc_s_001438.png',4
46121,b'electric_lamp_s_000057.png',5
46132,b'bell_pepper_s_001025.png',4
46133,b'electric_lamp_s_000291.png',5
46134,b'beer_can_s_000031.png',3
46136,b'fishplate_s_000539.png',3
46139,b'tv_s_000968.png',5
46140,b'bowl_s_001895.png',3
46143,b'shark_s_000072.png',1
46147,b'sunflower_s_000905.png',2
46152,b'tulip_s_002315.png',2
46159,b'mushroom_s_000059.png',4
46162,b'desk_phone_s_000210.png',5
46165,b'mushroom_s_001441.png',4
46166,b'mushroom_s_000156.png',4
46169,b'desk_phone_s_000025.png',5
46176,b'lady_tulip_s_000759.png',2
46187,b'computer_keyboard_s_002201.png',5
46196,b'pear_s_001426.png',4
46199,b'soda_bottle_s_000562.png',3
46201,b'bowl_s_000048.png',3
46204,b'television_s_000768.png',5
46214,b'rushlight_s_000021.png',5
46218,b'goblet_s_000828.png',3
46220,b'golden_delicious_s_000008.png',4
46226,b'cichlid_s_000849.png',1
46230,b'alarm_clock_s_000052.png',5
46231,b'computer_keyboard_s_000460.png',5
46234,b'rose_s_000028.png',2
46236,b'bell_pepper_s_000398.png',4
46243,b'trout_s_001135.png',1
46244,b'navel_orange_s_000257.png',4
46245,b'bowl_s_001021.png',3
46246,b'bartlett_s_001224.png',4
46248,b'valencia_orange_s_000886.png',4
46255,b'rainbow_trout_s_000023.png',1
46263,b'chalice_s_002155.png',3
46264,b'telephone_s_000695.png',5
46265,b'soda_can_s_000952.png',3
46268,b'guitarfish_s_000438.png',1
46274,b'golden_delicious_s_000492.png',4
46275,b'phone_s_001365.png',5
46279,b'flatfish_s_000225.png',1
46280,b'goblet_s_000185.png',3
46283,b'navel_orange_s_001063.png',4
46291,b'shark_s_001078.png',1
46293,b'soda_can_s_000396.png',3
46295,b'golden_delicious_s_001167.png',4
46313,b'bowl_s_000295.png',3
46320,b'orchid_s_001727.png',2
46322,b'tulipa_clusiana_s_000028.png',2
46323,b'bosc_s_000745.png',4
46327,b'mushroom_s_000592.png',4
46328,b'cichlid_s_001243.png',1
46333,b'electric_lamp_s_000428.png',5
46345,b'cichlid_s_002292.png',1
46350,b'computer_keyboard_s_000082.png',5
46355,b'tulip_s_002142.png',2
46356,b'decanter_s_000130.png',3
46357,b'phone_s_002170.png',5
46358,b'mcintosh_s_000310.png',4
46361,b'tv_s_000617.png',5
46368,b'keyboard_s_000925.png',5
46371,b'mushroom_s_002474.png',4
46375,b'telephone_set_s_000236.png',5
46377,b'plate_s_000971.png',3
46384,b'rosebush_s_001984.png',2
46390,b'carassius_auratus_s_000051.png',1
46391,b'phone_s_002781.png',5
46394,b'sunflower_s_001253.png',2
46402,b'beer_bottle_s_000998.png',3
46403,b'goblet_s_000944.png',3
46405,b'sunflower_s_002323.png',2
46411,b'dessert_plate_s_000413.png',3
46415,b'flounder_s_001541.png',1
46420,b'dessert_plate_s_000071.png',3
46426,b'alarm_clock_s_000837.png',5
46429,b'telephone_s_000273.png',5
46434,b'cichlid_s_001627.png',1
46436,b'lamna_nasus_s_000102.png',1
46437,b'butterfly_orchid_s_000648.png',2
46443,b'numbfish_s_000035.png',1
46448,b'surveillance_system_s_000992.png',5
46452,b'orchid_s_000297.png',2
46453,b'rosebush_s_001580.png',2
46455,b'cichlid_s_002105.png',1
46460,b'soda_bottle_s_000550.png',3
46465,b'anjou_s_000377.png',4
46469,b'saucer_s_000386.png',3
46470,b'bottle_s_001248.png',3
46477,b'lamp_s_000129.png',5
46479,b'tv_s_000519.png',5
46481,b'trout_s_002629.png',1
46483,b'lamp_s_000983.png',5
46494,b'chalice_s_002203.png',3
46499,b'sea_trout_s_000316.png',1
46504,b'goblet_s_000810.png',3
46513,b'computer_keyboard_s_000800.png',5
46525,b'trout_s_002145.png',1
46526,b'bowl_s_000365.png',3
46528,b'bosc_s_000933.png',4
46530,b'bowl_s_000359.png',3
46545,b'poppy_s_001151.png',2
46550,b'sunflower_s_002052.png',2
46552,b'alarm_clock_s_000381.png',5
46553,b'eagle_ray_s_000140.png',1
46554,b'poppy_s_002199.png',2
46557,b'poppy_s_002183.png',2
46558,b'pear_s_000033.png',4
46559,b'telephone_set_s_000367.png',5
46568,b'mushroom_s_002356.png',4
46571,b'lemon_sole_s_000185.png',1
46574,b'stingray_s_001752.png',1
46580,b'soda_can_s_000520.png',3
46581,b'shark_s_001310.png',1
46588,b'stingray_s_000547.png',1
46594,b'poppy_s_001487.png',2
46600,b'bell_pepper_s_000944.png',4
46606,b'navel_orange_s_000154.png',4
46608,b'stingray_s_000604.png',1
46619,b'stingray_s_000054.png',1
46625,b'bell_pepper_s_000985.png',4
46627,b'saucer_s_001716.png',3
46628,b'plate_s_001257.png',3
46629,b'computer_keyboard_s_000581.png',5
46631,b'electric_lamp_s_000662.png',5
46634,b'clavier_s_000916.png',5
46640,b'stingray_s_001712.png',1
46643,b'milk_can_s_001488.png',3
46644,b'eagle_ray_s_000050.png',1
46645,b'bartlett_pear_s_000390.png',4
46646,b'orange_tree_s_000473.png',4
46649,b'clock_s_002354.png',5
46650,b'phone_s_002321.png',5
46651,b'mountain_rose_s_000325.png',2
46655,b'bartlett_pear_s_000189.png',4
46659,b'telephone_set_s_000653.png',5
46661,b'keyboard_s_000746.png',5
46666,b'stingray_s_000754.png',1
46670,b'desk_phone_s_000473.png',5
46671,b'bell_pepper_s_000358.png',4
46676,b'sour_orange_s_001043.png',4
46679,b'valencia_orange_s_000002.png',4
46684,b'shark_s_000450.png',1
46685,b'plate_iron_s_000977.png',3
46687,b'orchid_s_001115.png',2
46691,b'bartlett_s_001215.png',4
46699,b'chalice_s_001606.png',3
46702,b'rainbow_trout_s_000010.png',1
46708,b'saucer_s_000199.png',3
46709,b'dessert_plate_s_000239.png',3
46714,b'fishplate_s_000496.png',3
46716,b'beer_bottle_s_000139.png',3
46719,b'sea_trout_s_000380.png',1
46723,b'mako_s_000227.png',1
46725,b'mushroom_s_001685.png',4
46727,b'orchis_s_000089.png',2
46728,b'discharge_lamp_s_000300.png',5
46731,b'trout_s_002370.png',1
46732,b'rose_s_002013.png',2
46740,b'telephone_set_s_001265.png',5
46742,b'beer_bottle_s_000024.png',3
46747,b'mako_shark_s_000127.png',1
46748,b'rosebush_s_001649.png',2
46754,b'alarm_clock_s_000587.png',5
46763,b'beer_bottle_s_000585.png',3
46764,b'computer_keyboard_s_001931.png',5
46765,b'goblet_s_000206.png',3
46768,b'sunflower_s_002259.png',2
46777,b'chalice_s_001482.png',3
46779,b'shark_s_000360.png',1
46780,b'pop_bottle_s_000485.png',3
46795,b'tv_s_000721.png',5
46797,b'bartlett_pear_s_000291.png',4
46800,b'fishbowl_s_001988.png',3
46802,b'bowl_s_000964.png',3
46807,b'soda_bottle_s_000471.png',3
46808,b'bowl_s_000986.png',3
46809,b'fishbowl_s_001467.png',3
46813,b'plaice_s_000270.png',1
46814,b'mountain_rose_s_001121.png',2
46817,b'clock_s_001442.png',5
46818,b'goblet_s_000007.png',3
46820,b'bell_pepper_s_000874.png',4
46821,b'clock_s_002414.png',5
46825,b'sunflower_s_001080.png',2
46826,b'telephone_set_s_000667.png',5
46827,b'halibut_s_000536.png',1
46830,b'mountain_rose_s_000713.png',2
46832,b'sunflower_s_000001.png',2
46833,b'bell_pepper_s_001572.png',4
46836,b'dessert_plate_s_000088.png',3
46837,b'clock_s_000540.png',5
46840,b'yellow_delicious_s_000023.png',4
46841,b'mushroom_s_002493.png',4
46846,b'bowl_s_001625.png',3
46849,b'mako_shark_s_000368.png',1
46851,b'carassius_auratus_s_000159.png',1
46852,b'cable_system_s_000155.png',5
46853,b'butterfly_orchid_s_000530.png',2
46857,b'tulipa_clusiana_s_000140.png',2
46868,b'electric_lamp_s_000541.png',5
46869,b'bowl_s_002594.png',3
46871,b'discharge_lamp_s_000470.png',5
46877,b'keyboard_s_000184.png',5
46890,b'chalice_s_002124.png',3
46891,b'dwarf_tulip_s_000105.png',2
46895,b'butterfly_orchid_s_000874.png',2
46901,b'cup_s_000810.png',3
46903,b'butterfly_orchid_s_001346.png',2
46908,b'sunflower_s_002021.png',2
46914,b'orchid_s_001292.png',2
46915,b'alarm_clock_s_000085.png',5
46918,b'mountain_rose_s_001224.png',2
46920,b'carassius_auratus_s_000723.png',1
46929,b'milk_can_s_000174.png',3
46934,b'poppy_s_000824.png',2
46935,b'telephone_s_000025.png',5
46944,b'plaice_s_001516.png',1
46945,b'whiskey_bottle_s_001203.png',3
46948,b'rosebush_s_001990.png',2
46951,b'sunflower_s_002165.png',2
46962,b'keyboard_s_000025.png',5
46963,b'poppy_s_000565.png',2
46967,b'telephone_s_000125.png',5
46976,b'beer_can_s_003140.png',3
46993,b'tulipa_clusiana_s_000391.png',2
46997,b'clock_s_001931.png',5
47003,b'mushroom_s_001196.png',4
47004,b'trout_s_000023.png',1
47008,b'carassius_auratus_s_000305.png',1
47014,b'computer_keyboard_s_000059.png',5
47022,b'chalice_s_000577.png',3
47024,b'bosc_s_000158.png',4
47028,b'mushroom_s_001858.png',4
47034,b'dwarf_tulip_s_000175.png',2
47036,b'navel_orange_s_001242.png',4
47045,b'telephone_s_000282.png',5
47052,b'bowl_s_001401.png',3
47053,b'goblet_s_000024.png',3
47057,b'stingray_s_001665.png',1
47058,b'carassius_auratus_s_000220.png',1
47059,b'eagle_ray_s_000101.png',1
47063,b'rosebush_s_000890.png',2
47064,b'shark_s_000821.png',1
47065,b'fishbowl_s_000098.png',3
47075,b'mako_s_001633.png',1
47079,b'tulip_s_001186.png',2
47080,b'tv_s_000169.png',5
47081,b'valencia_orange_s_000963.png',4
47082,b'orchid_s_000875.png',2
47084,b'keyboard_s_000842.png',5
47088,b'navel_orange_s_001205.png',4
47093,b'eagle_ray_s_000147.png',1
47104,b'stingray_s_000921.png',1
47105,b'bartlett_pear_s_000204.png',4
47110,b'clock_s_000253.png',5
47118,b'trout_s_000052.png',1
47119,b'goblet_s_000878.png',3
47124,b'sunflower_s_001158.png',2
47126,b'bell_pepper_s_001435.png',4
47127,b'rainbow_trout_s_000193.png',1
47128,b'ampoule_s_000271.png',3
47130,b'tv_s_000851.png',5
47132,b'goblet_s_001028.png',3
47134,b'mackerel_shark_s_000540.png',1
47145,b'clock_s_001814.png',5
47147,b'bowl_s_000580.png',3
47148,b'rainbow_trout_s_001863.png',1
47153,b'valencia_orange_s_001852.png',4
47168,b'mushroom_s_000254.png',4
47172,b'poppy_s_000166.png',2
47174,b'soda_bottle_s_000279.png',3
47176,b'mushroom_s_001461.png',4
47184,b'saucer_s_000604.png',3
47187,b'bowl_s_000371.png',3
47193,b'clock_s_002028.png',5
47194,b'oilcan_s_000474.png',3
47202,b'shark_s_002097.png',1
47209,b'bell_pepper_s_000054.png',4
47212,b'butterfly_orchid_s_001722.png',2
47214,b'telephone_s_000211.png',5
47215,b'anjou_s_000268.png',4
47217,b'bottle_s_000066.png',3
47222,b'mako_s_000004.png',1
47223,b'beer_bottle_s_001169.png',3
47229,b'stingray_s_001378.png',1
47233,b'soda_can_s_000059.png',3
47234,b'mushroom_s_001182.png',4
47235,b'navel_orange_s_000581.png',4
47238,b'bell_pepper_s_000557.png',4
47240,b'bowl_s_000098.png',3
47243,b'navel_orange_s_000280.png',4
47245,b'tv_s_000177.png',5
47250,b'poppy_s_001084.png',2
47260,b'verpa_bohemica_s_000368.png',4
47264,b'rose_s_000276.png',2
47266,b'stingray_s_001144.png',1
47269,b'lady_tulip_s_000465.png',2
47273,b'turbot_s_001297.png',1
47279,b'mushroom_s_001064.png',4
47280,b'butterfly_orchid_s_000579.png',2
47281,b'sweet_pepper_s_000943.png',4
47288,b'fishbowl_s_000687.png',3
47293,b'bowl_s_002261.png',3
47294,b'beer_bottle_s_001718.png',3
47300,b'poppy_s_000135.png',2
47306,b'sunflower_s_002413.png',2
47311,b'plate_iron_s_000241.png',3
47314,b'butterfly_ray_s_000438.png',1
47317,b'alarm_clock_s_000118.png',5
47319,b'sunflower_s_001698.png',2
47320,b'rose_s_000844.png',2
47325,b'orchid_s_001920.png',2
47332,b'sea_trout_s_000293.png',1
47335,b'television_s_003095.png',5
47340,b'computer_keyboard_s_001096.png',5
47341,b'fishbowl_s_001900.png',3
47343,b'trout_s_002174.png',1
47348,b'temple_orange_s_000296.png',4
47350,b'tulip_s_000061.png',2
47353,b'plaice_s_001264.png',1
47358,b'computer_keyboard_s_001933.png',5
47363,b'macoun_s_001095.png',4
47366,b'computer_keyboard_s_000263.png',5
47368,b'whiskey_bottle_s_000911.png',3
47379,b'verpa_s_000034.png',4
47382,b'beer_bottle_s_000366.png',3
47383,b'pear_s_000252.png',4
47386,b'electric_ray_s_001164.png',1
47397,b'tv_s_000685.png',5
47398,b'pear_s_002190.png',4
47400,b'trout_s_002649.png',1
47403,b'television_s_000899.png',5
47404,b'mountain_rose_s_000226.png',2
47406,b'bell_pepper_s_000100.png',4
47420,b'pear_s_000944.png',4
47425,b'morel_s_000622.png',4
47433,b'navel_orange_s_000574.png',4
47440,b'phone_s_001140.png',5
47445,b'eating_apple_s_000336.png',4
47456,b'computer_keyboard_s_001266.png',5
47463,b'clock_s_000745.png',5
47470,b'bartlett_pear_s_000466.png',4
47472,b'navel_orange_s_000125.png',4
47473,b'soda_can_s_001953.png',3
47478,b'poppy_s_000695.png',2
47481,b'cichlid_s_001746.png',1
47484,b'trout_s_001013.png',1
47493,b'telephone_set_s_000780.png',5
47494,b'telephone_s_001935.png',5
47498,b'poppy_s_001869.png',2
47499,b'rainbow_trout_s_000332.png',1
47503,b'mackerel_shark_s_000249.png',1
47506,b'chalice_s_000083.png',3
47509,b'orchid_s_000326.png',2
47514,b'stingray_s_000744.png',1
47516,b'sunflower_s_000080.png',2
47517,b'mountain_rose_s_001068.png',2
47518,b'flounder_s_001868.png',1
47520,b'tv_s_000091.png',5
47522,b'poppy_s_002249.png',2
47524,b'fishplate_s_000908.png',3
47525,b'orchid_s_001646.png',2
47528,b'telephone_set_s_000003.png',5
47531,b'oilcan_s_000651.png',3
47534,b'sunflower_s_001273.png',2
47535,b'television_s_000372.png',5
47541,b'beer_can_s_001650.png',3
47551,b'whiskey_bottle_s_000605.png',3
47552,b'bowl_s_000378.png',3
47554,b'shark_s_001876.png',1
47563,b'seville_orange_s_000085.png',4
47570,b'trout_s_002157.png',1
47572,b'sunflower_s_001678.png',2
47579,b'beer_bottle_s_001878.png',3
47580,b'television_s_002199.png',5
47583,b'clavier_s_001033.png',5
47584,b'rose_s_002071.png',2
47586,b'bitter_orange_s_000507.png',4
47593,b'keyboard_s_001541.png',5
47594,b'plaice_s_001549.png',1
47601,b'milk_can_s_001324.png',3
47602,b'valencia_orange_s_001668.png',4
47604,b'bosc_s_000500.png',4
47607,b'sweet_pepper_s_000895.png',4
47609,b'candle_s_000019.png',5
47610,b'telephone_set_s_000643.png',5
47611,b'tulip_s_000052.png',2
47613,b'orchid_s_000418.png',2
47615,b'bartlett_pear_s_000168.png',4
47620,b'sweet_pepper_s_000449.png',4
47626,b'trout_s_001134.png',1
47629,b'mushroom_s_000775.png',4
47631,b'telephone_s_000027.png',5
47632,b'computer_keyboard_s_000927.png',5
47633,b'butterfly_orchid_s_001347.png',2
47635,b'plaice_s_000629.png',1
47637,b'trout_s_000212.png',1
47638,b'phone_s_002664.png',5
47641,b'rosebush_s_000787.png',2
47644,b'bowl_s_001289.png',3
47653,b'surveillance_system_s_001458.png',5
47655,b'bowl_s_000420.png',3
47660,b'shark_s_001774.png',1
47664,b'tulip_s_001734.png',2
47666,b'sweet_pepper_s_001788.png',4
47670,b'orange_s_001117.png',4
47673,b'rosebush_s_001997.png',2
47675,b'sunflower_s_000529.png',2
47676,b'red_delicious_s_000017.png',4
47680,b'mushroom_s_000688.png',4
47682,b'navel_orange_s_000238.png',4
47685,b'navel_orange_s_001319.png',4
47702,b'poppy_s_000361.png',2
47704,b'sweet_pepper_s_002050.png',4
47712,b'bowl_s_002343.png',3
47716,b'cichlid_s_001404.png',1
47718,b'navel_orange_s_000571.png',4
47726,b'telephone_s_001561.png',5
47728,b'saucer_s_000003.png',3
47729,b'soda_bottle_s_000646.png',3
47732,b'surveillance_system_s_001233.png',5
47737,b'sunflower_s_001116.png',2
47745,b'lamp_s_000519.png',5
47752,b'color_television_s_000010.png',5
47754,b'bosc_s_002067.png',4
47764,b'cichlid_s_001587.png',1
47773,b'flounder_s_002647.png',1
47785,b'clock_s_000798.png',5
47788,b'keyboard_s_001053.png',5
47813,b'tulip_s_001419.png',2
47818,b'bell_pepper_s_001636.png',4
47821,b'coffee_can_s_001160.png',3
47825,b'television_s_002263.png',5
47826,b'goblet_s_001593.png',3
47827,b'citrus_aurantium_s_001142.png',4
47828,b'beer_bottle_s_001255.png',3
47830,b'tulip_s_001729.png',2
47834,b'mushroom_s_000201.png',4
47838,b'tulip_s_001393.png',2
47841,b'trout_s_001301.png',1
47844,b'stingray_s_002406.png',1
47848,b'television_system_s_001552.png',5
47855,b'telephone_set_s_000980.png',5
47859,b'bartlett_pear_s_000087.png',4
47860,b'rose_s_000216.png',2
47862,b'sunflower_s_000972.png',2
47864,b'television_s_000279.png',5
47871,b'bosc_s_001402.png',4
47873,b'navel_orange_s_000032.png',4
47874,b'dessert_plate_s_000005.png',3
47876,b'valencia_orange_s_001287.png',4
47883,b'phone_s_000471.png',5
47890,b'telephone_set_s_000720.png',5
47892,b'rainbow_trout_s_001601.png',1
47895,b'poppy_s_001052.png',2
47896,b'trout_s_000089.png',1
47899,b'poppy_s_001912.png',2
47900,b'tulip_s_001232.png',2
47902,b'anjou_s_000785.png',4
47903,b'lamp_s_002211.png',5
47907,b'mushroom_s_001198.png',4
47910,b'sweet_pepper_s_002313.png',4
47912,b'bowl_s_002660.png',3
47915,b'butterfly_orchid_s_001914.png',2
47917,b'lamp_s_001858.png',5
47926,b'cichlid_fish_s_001140.png',1
47929,b'anjou_s_000488.png',4
47936,b'bowl_s_001922.png',3
47939,b'beer_can_s_000005.png',3
47949,b'golden_delicious_s_001590.png',4
47953,b'poppy_s_000041.png',2
47957,b'sunflower_s_001137.png',2
47969,b'telephone_set_s_000166.png',5
47975,b'sweet_pepper_s_000269.png',4
47977,b'rainbow_trout_s_001894.png',1
47979,b'northern_spy_s_001099.png',4
47982,b'sunflower_s_000864.png',2
47984,b'telephone_set_s_001542.png',5
47991,b'orchid_s_001265.png',2
47995,b'bowl_s_002132.png',3
47996,b'rainbow_trout_s_001509.png',1
47998,b'poppy_s_001832.png',2
47999,b'goblet_s_000135.png',3
48000,b'bowl_s_002626.png',3
48001,b'bartlett_pear_s_000429.png',4
48002,b'beer_bottle_s_001713.png',3
48005,b'sweet_orange_s_000549.png',4
48010,b'goblet_s_000537.png',3
48025,b'sunflower_s_001344.png',2
48031,b'telephone_s_000978.png',5
48032,b'trout_s_001230.png',1
48038,b'electric_ray_s_001194.png',1
48041,b'cichlid_fish_s_000593.png',1
48046,b'tulip_s_000257.png',2
48047,b'mushroom_s_001028.png',4
48060,b'sour_orange_s_001255.png',4
48064,b'bell_pepper_s_001473.png',4
48070,b'chalice_s_001453.png',3
48075,b'cichlid_s_000186.png',1
48076,b'stingray_s_001372.png',1
48079,b'bell_pepper_s_000055.png',4
48090,b'soda_can_s_000111.png',3
48093,b'goldfish_s_001466.png',1
48099,b'bartlett_pear_s_000232.png',4
48100,b'golden_delicious_s_001694.png',4
48102,b'shark_s_000953.png',1
48107,b'clock_s_000103.png',5
48111,b'television_s_001210.png',5
48115,b'sweet_pepper_s_001876.png',4
48125,b'oilcan_s_000470.png',3
48129,b'discharge_lamp_s_000881.png',5
48134,b'rosebush_s_001497.png',2
48135,b'bell_pepper_s_001338.png',4
48136,b'butterfly_orchid_s_001183.png',2
48138,b'dessert_plate_s_000444.png',3
48153,b'tulip_s_001332.png',2
48154,b'pearmain_s_000006.png',4
48159,b'navel_orange_s_000200.png',4
48162,b'citrus_aurantium_s_001086.png',4
48165,b'saucer_s_001296.png',3
48168,b'soda_bottle_s_001143.png',3
48173,b'goblet_s_001263.png',3
48175,b'flounder_s_001513.png',1
48176,b'mushroom_s_001780.png',4
48180,b'halibut_s_000312.png',1
48183,b'lemon_sole_s_000806.png',1
48185,b'rainbow_trout_s_000666.png',1
48192,b'trout_s_001474.png',1
48200,b'carassius_auratus_s_000040.png',1
48205,b'discharge_lamp_s_000953.png',5
48209,b'computer_keyboard_s_000018.png',5
48210,b'pear_s_000050.png',4
48213,b'discharge_lamp_s_001432.png',5
48217,b'bowl_s_002677.png',3
48223,b'bowl_s_000122.png',3
48231,b'sunflower_s_002481.png',2
48238,b'telephone_s_000102.png',5
48242,b'sunflower_s_000627.png',2
48247,b'television_s_001624.png',5
48250,b'electric_ray_s_000396.png',1
48251,b'electric_ray_s_000358.png',1
48252,b'smalltooth_sawfish_s_000080.png',1
48253,b'telephone_set_s_001479.png',5
48256,b'whiskey_bottle_s_000496.png',3
48258,b'bowl_s_000956.png',3
48264,b'bowl_s_000273.png',3
48265,b'lamp_s_002261.png',5
48289,b'sunflower_s_001555.png',2
48290,b'electric_lamp_s_000156.png',5
48299,b'sweet_pepper_s_000661.png',4
48302,b'phone_s_001098.png',5
48307,b'cup_s_000909.png',3
48309,b'mushroom_s_001286.png',4
48310,b'computer_keyboard_s_001175.png',5
48312,b'mushroom_s_001413.png',4
48321,b'mushroom_s_000078.png',4
48329,b'rainbow_trout_s_000991.png',1
48334,b'electric_lamp_s_000616.png',5
48338,b'bottle_s_000050.png',3
48339,b'bowl_s_002658.png',3
48354,b'dessert_plate_s_000181.png',3
48358,b'rosebush_s_000482.png',2
48369,b'television_system_s_000547.png',5
48370,b'tulipa_clusiana_s_000076.png',2
48371,b'pear_s_000479.png',4
48373,b'trout_s_000319.png',1
48374,b'morel_s_000624.png',4
48378,b'chalice_s_000455.png',3
48379,b'alarm_clock_s_000355.png',5
48385,b'tulip_s_001434.png',2
48389,b'chalice_s_002290.png',3
48391,b'sweet_pepper_s_001401.png',4
48395,b'red_delicious_s_001010.png',4
48399,b'electric_lamp_s_000109.png',5
48401,b'pear_s_002242.png',4
48413,b'goldfish_s_000426.png',1
48420,b'television_s_002258.png',5
